Variant,LevelMacroF1,EntryF1,BlockF1,SliceF1,Seed,Scenario
FullHCL,0.980167651204667,0.959711075441413,0.980791878172589,1,20270013,EBS
Flat,0.110735624104463,0.33220687231339,0,0,20270013,EBS
EntryOnly,0.11072365042035,0.332170951261049,0,0,20270013,EBS
NoBlock,0.49912973082372,0.49738919247116,0,1,20270013,EBS
NoSlice,0.538002103394187,0.959711075441413,0.654295234741148,0,20270013,EBS
FullHCL,0.933364175161773,0.888112407999405,0.978615942324142,NaN,20270014,EB
Flat,0.239392168322618,0.478784336645237,0,NaN,20270014,EB
EntryOnly,0.239084753677329,0.478169507354658,0,NaN,20270014,EB
NoBlock,0.239084753677329,0.478169507354658,0,NaN,20270014,EB
NoSlice,0.933364175161773,0.888112407999405,0.978615942324142,NaN,20270014,EB
FullHCL,0.988705058860961,0.977410117721922,NaN,1,20270014,ES
Flat,0.247144006436042,0.494288012872084,NaN,0,20270014,ES
EntryOnly,0.247144006436042,0.494288012872084,NaN,0,20270014,ES
NoBlock,0.988705058860961,0.977410117721922,NaN,1,20270014,ES
NoSlice,0.488705058860961,0.977410117721922,NaN,0,20270014,ES
FullHCL,0.990646889163576,NaN,0.981293778327153,1,20270014,BS
Flat,0,NaN,0,0,20270014,BS
EntryOnly,0,NaN,0,0,20270014,BS
NoBlock,0.5,NaN,0,1,20270014,BS
NoSlice,0.325728978609333,NaN,0.651457957218666,0,20270014,BS
FullHCL,0.97608172869142,0.951186386514341,0.97705879955992,1,20270014,EBS
Flat,0.110747600378532,0.332242801135596,0,0,20270014,EBS
EntryOnly,0.110744606067161,0.332233818201482,0,0,20270014,EBS
NoBlock,0.499176721461927,0.49753016438578,0,1,20270014,EBS
NoSlice,0.534083135834412,0.951186386514341,0.651063020988895,0,20270014,EBS
FullHCL,0.960883665316846,0.941370379091123,0.980396951542568,NaN,20270015,EB
Flat,0.246578641088414,0.493157282176827,0,NaN,20270015,EB
EntryOnly,0.246450060168472,0.492900120336943,0,NaN,20270015,EB
NoBlock,0.246450060168472,0.492900120336943,0,NaN,20270015,EB
NoSlice,0.960883665316846,0.941370379091123,0.980396951542568,NaN,20270015,EB
FullHCL,0.988977317946677,0.977954635893355,NaN,1,20270015,ES
Flat,0.247213616062447,0.494427232124894,NaN,0,20270015,ES
EntryOnly,0.247213616062447,0.494427232124894,NaN,0,20270015,ES
NoBlock,0.988977317946677,0.977954635893355,NaN,1,20270015,ES
NoSlice,0.488977317946677,0.977954635893355,NaN,0,20270015,ES
FullHCL,0.991774820203356,NaN,0.983549640406712,1,20270015,BS
Flat,0,NaN,0,0,20270015,BS
EntryOnly,0,NaN,0,0,20270015,BS
NoBlock,0.5,NaN,0,1,20270015,BS
NoSlice,0.326133435666904,NaN,0.652266871333808,0,20270015,BS
FullHCL,0.979667583324426,0.958928284935023,0.980074465038255,1,20270015,EBS
Flat,0.111008726760258,0.333026180280774,0,0,20270015,EBS
EntryOnly,0.110993686150178,0.332981058450532,0,0,20270015,EBS
NoBlock,0.499735933373959,0.499207800121877,0,1,20270015,EBS
NoSlice,0.537036828095678,0.958928284935023,0.652182199352011,0,20270015,EBS
FullHCL,0.959433822113202,0.940443322552654,0.97842432167375,NaN,20270016,EB
Flat,0.247392792430038,0.494785584860077,0,NaN,20270016,EB
EntryOnly,0.247253410600024,0.494506821200048,0,NaN,20270016,EB
NoBlock,0.247253410600024,0.494506821200048,0,NaN,20270016,EB
NoSlice,0.959433822113202,0.940443322552654,0.97842432167375,NaN,20270016,EB
FullHCL,0.99073482428115,0.9814696485623,NaN,1,20270016,ES
Flat,0.247662044501774,0.495324089003547,NaN,0,20270016,ES
EntryOnly,0.247662044501774,0.495324089003547,NaN,0,20270016,ES
NoBlock,0.99073482428115,0.9814696485623,NaN,1,20270016,ES
NoSlice,0.49073482428115,0.9814696485623,NaN,0,20270016,ES
FullHCL,0.990923343510191,NaN,0.981846687020381,1,20270016,BS
Flat,0,NaN,0,0,20270016,BS
EntryOnly,0,NaN,0,0,20270016,BS
NoBlock,0.5,NaN,0,1,20270016,BS
NoSlice,0.325767946120572,NaN,0.651535892241143,0,20270016,BS
FullHCL,0.977415044175061,0.954556345339829,0.977688787185355,1,20270016,EBS
Flat,0.110882512181917,0.33264753654575,0,0,20270016,EBS
EntryOnly,0.110867505751793,0.33260251725538,0,0,20270016,EBS
NoBlock,0.499452488137243,0.498357464411729,0,1,20270016,EBS
NoSlice,0.535142285588431,0.954556345339829,0.650870511425462,0,20270016,EBS
FullHCL,0.866415818603608,0.808278716798896,0.92455292040832,NaN,20270017,EB
Flat,0.219350232059979,0.438700464119957,0,NaN,20270017,EB
EntryOnly,0.217741078073502,0.435482156147004,0,NaN,20270017,EB
NoBlock,0.217741078073502,0.435482156147004,0,NaN,20270017,EB
NoSlice,0.866415818603608,0.808278716798896,0.92455292040832,NaN,20270017,EB
FullHCL,0.989991227370604,0.979982454741207,NaN,1,20270017,ES
Flat,0.247472509767592,0.494945019535183,NaN,0,20270017,ES
EntryOnly,0.247472509767592,0.494945019535183,NaN,0,20270017,ES
NoBlock,0.989991227370604,0.979982454741207,NaN,1,20270017,ES
NoSlice,0.489991227370604,0.979982454741207,NaN,0,20270017,ES
FullHCL,0.99185468762727,NaN,0.983709375254541,1,20270017,BS
Flat,0,NaN,0,0,20270017,BS
EntryOnly,0,NaN,0,0,20270017,BS
NoBlock,0.5,NaN,0,1,20270017,BS
NoSlice,0.327805222300635,NaN,0.65561044460127,0,20270017,BS
FullHCL,0.979030835614327,0.95718287314926,0.979909633693723,1,20270017,EBS
Flat,0.110428124663,0.331284373989,0,0,20270017,EBS
EntryOnly,0.11041919396145,0.331257581884351,0,0,20270017,EBS
NoBlock,0.498448018704398,0.495344056113194,0,1,20270017,EBS
NoSlice,0.537441221678732,0.95718287314926,0.655140791886935,0,20270017,EBS
FullHCL,0.942070419301208,0.905331717661315,0.978809120941101,NaN,20270018,EB
Flat,0.240497905820644,0.480995811641289,0,NaN,20270018,EB
EntryOnly,0.240131321816618,0.480262643633237,0,NaN,20270018,EB
NoBlock,0.240131321816618,0.480262643633237,0,NaN,20270018,EB
NoSlice,0.942070419301208,0.905331717661315,0.978809120941101,NaN,20270018,EB
FullHCL,0.988899498687037,0.977798997374075,NaN,1,20270018,ES
Flat,0.247193723596862,0.494387447193724,NaN,0,20270018,ES
EntryOnly,0.247193723596862,0.494387447193724,NaN,0,20270018,ES
NoBlock,0.988899498687037,0.977798997374075,NaN,1,20270018,ES
NoSlice,0.488899498687037,0.977798997374075,NaN,0,20270018,ES
FullHCL,0.991799909572938,NaN,0.983599819145875,1,20270018,BS
Flat,0,NaN,0,0,20270018,BS
EntryOnly,0,NaN,0,0,20270018,BS
NoBlock,0.5,NaN,0,1,20270018,BS
NoSlice,0.326760794166644,NaN,0.653521588333288,0,20270018,BS
FullHCL,0.979390846455317,0.957949539447337,0.980222999918613,1,20270018,EBS
Flat,0.110762574364521,0.332287723093564,0,0,20270018,EBS
EntryOnly,0.110753589487062,0.332260768461185,0,0,20270018,EBS
NoBlock,0.499196868461902,0.497590605385706,0,1,20270018,EBS
NoSlice,0.537137937199173,0.957949539447337,0.653464272150182,0,20270018,EBS
FullHCL,0.963099028146483,0.944605955841911,0.981592100451054,NaN,20270019,EB
Flat,0.24635124298316,0.492702485966319,0,NaN,20270019,EB
EntryOnly,0.246193300208367,0.492386600416733,0,NaN,20270019,EB
NoBlock,0.246193300208367,0.492386600416733,0,NaN,20270019,EB
NoSlice,0.963099028146483,0.944605955841911,0.981592100451054,NaN,20270019,EB
FullHCL,0.990304045966004,0.980608091932009,NaN,1,20270019,ES
Flat,0.247552278496313,0.495104556992627,NaN,0,20270019,ES
EntryOnly,0.247552278496313,0.495104556992627,NaN,0,20270019,ES
NoBlock,0.990304045966004,0.980608091932009,NaN,1,20270019,ES
NoSlice,0.490304045966004,0.980608091932009,NaN,0,20270019,ES
FullHCL,0.990704015865146,NaN,0.981408031730293,1,20270019,BS
Flat,0,NaN,0,0,20270019,BS
EntryOnly,0,NaN,0,0,20270019,BS
NoBlock,0.5,NaN,0,1,20270019,BS
NoSlice,0.325468595856626,NaN,0.650937191713252,0,20270019,BS
FullHCL,0.978526914426593,0.956681585677749,0.978899157602028,1,20270019,EBS
Flat,0.110918544194107,0.332755632582322,0,0,20270019,EBS
EntryOnly,0.110912537232602,0.332737611697807,0,0,20270019,EBS
NoBlock,0.499553607661716,0.498660822985147,0,1,20270019,EBS
NoSlice,0.536065853981564,0.956681585677749,0.651515976266942,0,20270019,EBS
FullHCL,0.947245141453931,0.916788321167883,0.977701961739978,NaN,20270020,EB
Flat,0.243346007604563,0.486692015209125,0,NaN,20270020,EB
EntryOnly,0.24307643614496,0.486152872289919,0,NaN,20270020,EB
NoBlock,0.24307643614496,0.486152872289919,0,NaN,20270020,EB
NoSlice,0.947245141453931,0.916788321167883,0.977701961739978,NaN,20270020,EB
FullHCL,0.988433102790365,0.97686620558073,NaN,1,20270020,ES
Flat,0.247074435999517,0.494148871999035,NaN,0,20270020,ES
EntryOnly,0.247074435999517,0.494148871999035,NaN,0,20270020,ES
NoBlock,0.988433102790365,0.97686620558073,NaN,1,20270020,ES
NoSlice,0.488433102790365,0.97686620558073,NaN,0,20270020,ES
FullHCL,0.99174167974234,NaN,0.983483359484681,1,20270020,BS
Flat,0,NaN,0,0,20270020,BS
EntryOnly,0,NaN,0,0,20270020,BS
NoBlock,0.5,NaN,0,1,20270020,BS
NoSlice,0.326220347340163,NaN,0.652440694680327,0,20270020,BS
FullHCL,0.979297874412437,0.95780286652254,0.98009075671477,1,20270020,EBS
Flat,0.110921547918867,0.332764643756601,0,0,20270020,EBS
EntryOnly,0.110900525261277,0.332701575783831,0,0,20270020,EBS
NoBlock,0.499526630420082,0.498579891260245,0,1,20270020,EBS
NoSlice,0.536724786541464,0.95780286652254,0.652371493101853,0,20270020,EBS
FullHCL,0.960883530203035,0.940861485156312,0.980905575249758,NaN,20270021,EB
Flat,0.245318426831703,0.490636853663406,0,NaN,20270021,EB
EntryOnly,0.245142241551291,0.490284483102581,0,NaN,20270021,EB
NoBlock,0.245142241551291,0.490284483102581,0,NaN,20270021,EB
NoSlice,0.960883530203035,0.940861485156312,0.980905575249758,NaN,20270021,EB
FullHCL,0.989874023281773,0.979748046563547,NaN,1,20270021,ES
Flat,0.247442609746275,0.494885219492549,NaN,0,20270021,ES
EntryOnly,0.247442609746275,0.494885219492549,NaN,0,20270021,ES
