Seed,Scenario,Method,NRE,DetectionF1,RecoveryMaskF1,LevelMacroF1,rESS,SelectedFraction,InputHash,ReferenceHash,EpsRec
20270005,ES,Oracle,0.00779671366221508,NaN,NaN,NaN,NaN,0.15,-7.422019408131e+02_1.327493700774e+06_2.306261140508e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270005,BS,tSVD-LRA,1.93753357035955,NaN,NaN,NaN,NaN,NaN,-9.695296182654e+02_1.727753384244e+06_2.749906463494e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270005,BS,HCL-TRPCA,0.00831077008965404,0.997526057509024,0.986068514843546,0.992015679801939,0.794592799888253,0.205818684895833,-9.695296182654e+02_1.727753384244e+06_2.749906463494e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270005,BS,Oracle,0.00823893913186799,NaN,NaN,NaN,NaN,0.200162760416667,-9.695296182654e+02_1.727753384244e+06_2.749906463494e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270005,EBS,tSVD-LRA,2.13610994342634,NaN,NaN,NaN,NaN,NaN,1.733591349664e+02_2.132877827048e+06_3.195513103242e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270005,EBS,HCL-TRPCA,0.00867453097510181,0.999544774663458,0.994484074990699,0.980453096082827,0.747567882660005,0.252937825520833,1.733591349664e+02_2.132877827048e+06_3.195513103242e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270005,EBS,Oracle,0.00862364492560727,NaN,NaN,NaN,NaN,0.250162760416667,1.733591349664e+02_2.132877827048e+06_3.195513103242e+05_122880,5.360431508946e+02_1.228813383973e+05_9.798634128682e+04_122880,0.001
20270006,EB,tSVD-LRA,1.68441689980267,NaN,NaN,NaN,NaN,NaN,9.071605152446e+02_1.339647498746e+06_2.315485248785e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,EB,HCL-TRPCA,0.00809431421866826,0.99130202060752,0.94446427660768,0.961225148796729,0.831895991912495,0.168440755208333,9.071605152446e+02_1.339647498746e+06_2.315485248785e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,EB,Oracle,0.00779714852134651,NaN,NaN,NaN,NaN,0.150716145833333,9.071605152446e+02_1.339647498746e+06_2.315485248785e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,ES,tSVD-LRA,1.61991079537816,NaN,NaN,NaN,NaN,NaN,1.395075398337e+03_1.329172466255e+06_2.305472324265e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,ES,HCL-TRPCA,0.00789726428153477,0.992541934789047,0.985431313320324,0.988977317946677,0.84587352280321,0.154435221354167,1.395075398337e+03_1.329172466255e+06_2.305472324265e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,ES,Oracle,0.0077733358632206,NaN,NaN,NaN,NaN,0.15,1.395075398337e+03_1.329172466255e+06_2.305472324265e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,BS,tSVD-LRA,1.94255311045126,NaN,NaN,NaN,NaN,NaN,1.243732442699e+03_1.729428172191e+06_2.750223310252e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,BS,HCL-TRPCA,0.00835401024018708,0.997631435107395,0.976828083807409,0.991981248457932,0.79038573436942,0.2100341796875,1.243732442699e+03_1.729428172191e+06_2.750223310252e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,BS,Oracle,0.00824303842966683,NaN,NaN,NaN,NaN,0.200520833333333,1.243732442699e+03_1.729428172191e+06_2.750223310252e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,EBS,tSVD-LRA,2.14076518853247,NaN,NaN,NaN,NaN,NaN,-1.594896379275e+03_2.139195227220e+06_3.198363954671e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,EBS,HCL-TRPCA,0.0105916480847929,0.995086630462891,0.984064572844242,0.973271862659333,0.741882660188987,0.258634440104167,-1.594896379275e+03_2.139195227220e+06_3.198363954671e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270006,EBS,Oracle,0.00865444565333177,NaN,NaN,NaN,NaN,0.250520833333333,-1.594896379275e+03_2.139195227220e+06_3.198363954671e+05_122880,3.269508387403e+02_1.228798699288e+05_9.773387518251e+04_122880,0.001
20270007,EB,tSVD-LRA,1.69300397426858,NaN,NaN,NaN,NaN,NaN,-2.036219923449e+02_1.333913998402e+06_2.310958213170e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,EB,HCL-TRPCA,0.00861690419086453,0.988090458985682,0.921433562942997,0.954281616865818,0.824505200139927,0.175846354166667,-2.036219923449e+02_1.333913998402e+06_2.310958213170e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,EB,Oracle,0.00777143525525528,NaN,NaN,NaN,NaN,0.150227864583333,-2.036219923449e+02_1.333913998402e+06_2.310958213170e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,ES,tSVD-LRA,1.62323752807845,NaN,NaN,NaN,NaN,NaN,-3.959758556990e+02_1.330392036155e+06_2.308676019896e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,ES,HCL-TRPCA,0.00785619682083998,0.992515211889505,0.989903329752954,0.988938405220436,0.84724609850428,0.153059895833333,-3.959758556990e+02_1.330392036155e+06_2.308676019896e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,ES,Oracle,0.0077732665707106,NaN,NaN,NaN,NaN,0.15,-3.959758556990e+02_1.330392036155e+06_2.308676019896e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,BS,tSVD-LRA,1.93876354721259,NaN,NaN,NaN,NaN,NaN,-1.190929011545e+03_1.732146236844e+06_2.751836260696e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,BS,HCL-TRPCA,0.00824813633273637,0.99767031987521,0.986301369863014,0.991762089134196,0.794454730169323,0.20595703125,-1.190929011545e+03_1.732146236844e+06_2.751836260696e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,BS,Oracle,0.00816360690112976,NaN,NaN,NaN,NaN,0.200390625,-1.190929011545e+03_1.732146236844e+06_2.751836260696e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,EBS,tSVD-LRA,2.15106391420656,NaN,NaN,NaN,NaN,NaN,-1.452301461632e+03_2.134016608603e+06_3.195411366950e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,EBS,HCL-TRPCA,0.0087218576842082,0.99933416697793,0.988482482771915,0.979473589054757,0.744286697100402,0.2562255859375,-1.452301461632e+03_2.134016608603e+06_3.195411366950e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270007,EBS,Oracle,0.00861465923413234,NaN,NaN,NaN,NaN,0.250390625,-1.452301461632e+03_2.134016608603e+06_3.195411366950e+05_122880,5.256609202729e+02_1.228812486931e+05_9.792600950947e+04_122880,0.001
20270008,EB,tSVD-LRA,1.69369780594669,NaN,NaN,NaN,NaN,NaN,-5.819687419676e+02_1.336517560425e+06_2.317404413384e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,EB,HCL-TRPCA,0.00835466798092916,0.99070349750939,0.923657676451597,0.958151362589871,0.824001651696547,0.176350911458333,-5.819687419676e+02_1.336517560425e+06_2.317404413384e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,EB,Oracle,0.00780857754339176,NaN,NaN,NaN,NaN,0.151334635416667,-5.819687419676e+02_1.336517560425e+06_2.317404413384e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,ES,tSVD-LRA,1.61422367997322,NaN,NaN,NaN,NaN,NaN,-2.115859818868e+02_1.323903428759e+06_2.305699404458e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,ES,HCL-TRPCA,0.00797337513451873,0.992942951031622,0.976245332485898,0.989561752988048,0.843014666925209,0.1572998046875,-2.115859818868e+02_1.323903428759e+06_2.305699404458e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,ES,Oracle,0.00782208188091483,NaN,NaN,NaN,NaN,0.15,-2.115859818868e+02_1.323903428759e+06_2.305699404458e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,BS,tSVD-LRA,1.9288773468671,NaN,NaN,NaN,NaN,NaN,-1.287347264411e+03_1.745113676662e+06_2.763572620368e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,BS,HCL-TRPCA,0.00826959937057362,0.997801222439634,0.984181937563421,0.99073278507426,0.792676067326421,0.2077392578125,-1.287347264411e+03_1.745113676662e+06_2.763572620368e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,BS,Oracle,0.00820195759751333,NaN,NaN,NaN,NaN,0.20126953125,-1.287347264411e+03_1.745113676662e+06_2.763572620368e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,EBS,tSVD-LRA,2.13887019270044,NaN,NaN,NaN,NaN,NaN,7.482212518959e+02_2.139923477278e+06_3.202218564460e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,EBS,HCL-TRPCA,0.00875445693852945,0.999320322361394,0.992255037439342,0.978023427863555,0.745318158891985,0.255192057291667,7.482212518959e+02_2.139923477278e+06_3.202218564460e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270008,EBS,Oracle,0.00864796779205655,NaN,NaN,NaN,NaN,0.25126953125,7.482212518959e+02_2.139923477278e+06_3.202218564460e+05_122880,1.366201391827e+01_1.228790015190e+05_9.783448892493e+04_122880,0.001
20270009,EB,tSVD-LRA,1.69191068754325,NaN,NaN,NaN,NaN,NaN,-1.052400191851e+03_1.319894607208e+06_2.301776093415e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,EB,HCL-TRPCA,0.00874610140978648,0.989005095199785,0.901469042555792,0.956455132640593,0.817496130760382,0.182869466145833,-1.052400191851e+03_1.319894607208e+06_2.301776093415e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,EB,Oracle,0.00781004238475019,NaN,NaN,NaN,NaN,0.150065104166667,-1.052400191851e+03_1.319894607208e+06_2.301776093415e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,ES,tSVD-LRA,1.61012478098617,NaN,NaN,NaN,NaN,NaN,-1.283548810014e+03_1.322175951338e+06_2.303240551312e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,ES,HCL-TRPCA,0.00785485047220466,0.992996444348669,0.989531325495249,0.989639783232388,0.847132394008096,0.153173828125,-1.283548810014e+03_1.322175951338e+06_2.303240551312e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,ES,Oracle,0.00775423152048499,NaN,NaN,NaN,NaN,0.15,-1.283548810014e+03_1.322175951338e+06_2.303240551312e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,BS,tSVD-LRA,1.92643171185346,NaN,NaN,NaN,NaN,NaN,-4.299986431418e+03_1.736058090689e+06_2.757841499153e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,BS,HCL-TRPCA,0.00828334227138967,0.997693894890157,0.986123885312113,0.991514279843846,0.794081129753779,0.206331380208333,-4.299986431418e+03_1.736058090689e+06_2.757841499153e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,BS,Oracle,0.00819150370916872,NaN,NaN,NaN,NaN,0.20068359375,-4.299986431418e+03_1.736058090689e+06_2.757841499153e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,EBS,tSVD-LRA,2.13216521975562,NaN,NaN,NaN,NaN,NaN,6.112665610048e+02_2.125979753310e+06_3.192982372825e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,EBS,HCL-TRPCA,0.00863081726385838,0.999367365808555,0.993901848804569,0.97912430100525,0.746747586265225,0.253759765625,6.112665610048e+02_2.125979753310e+06_3.192982372825e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270009,EBS,Oracle,0.0085723256505258,NaN,NaN,NaN,NaN,0.25068359375,6.112665610048e+02_2.125979753310e+06_3.192982372825e+05_122880,-1.474017343270e+02_1.228791768170e+05_9.788591892843e+04_122880,0.001
20270010,EB,tSVD-LRA,1.69599639051078,NaN,NaN,NaN,NaN,NaN,1.766298124997e+03_1.329020476038e+06_2.310923673548e+05_122880,-1.523334022268e+02_1.228791888466e+05_9.794995269107e+04_122880,0.001
20270010,EB,HCL-TRPCA,0.0114427183493719,0.974900576786326,0.911499630632849,0.93725268874052,0.820493056116381,0.179866536458333,1.766298124997e+03_1.329020476038e+06_2.310923673548e+05_122880,-1.523334022268e+02_1.228791888466e+05_9.794995269107e+04_122880,0.001
20270010,EB,Oracle,0.00783248924301429,NaN,NaN,NaN,NaN,0.150618489583333,1.766298124997e+03_1.329020476038e+06_2.310923673548e+05_122880,-1.523334022268e+02_1.228791888466e+05_9.794995269107e+04_122880,0.001
20270010,ES,tSVD-LRA,1.61117088985404,NaN,NaN,NaN,NaN,NaN,1.155363783813e+03_1.324005018340e+06_2.305298470397e+05_122880,-1.523334022268e+02_1.228791888466e+05_9.794995269107e+04_122880,0.001
20270010,ES,HCL-TRPCA,0.00785879703913409,0.992408334679373,0.990994381569397,0.988782816229117,0.847579090243347,0.152726236979167,1.155363783813e+03_1.324005018340e+06_2.305298470397e+05_122880,-1.523334022268e+02_1.228791888466e+05_9.794995269107e+04_122880,0.001
