Scenario,Seed,Method,DetectionF1,GranularityMacroF1,CleanFPR,PrecisionEntry,RecallEntry,F1Entry,PrecisionBlock,RecallBlock,F1Block,PrecisionSlice,RecallSlice,F1Slice
ES,20270007,CalibratedFlat,0.992515211889505,0.988775672663589,0.00266161151960784,0.956684325334995,0.999348958333333,0.977551345327177,0,NaN,0,1,1,1
ES,20270007,FullHCL,0.992515211889505,0.988938405220436,0.00266161151960784,0.956711304889443,1,0.977876810440872,NaN,NaN,NaN,1,1,1
BS,20270008,DirectFlat,0.997801222439634,0,0.00111056771406447,0,NaN,0,0,0,0,NaN,0,0
BS,20270008,CalibratedFlat,0.997801222439634,0.999678766463219,0.00111056771406447,0,NaN,0,0.998715890850722,1,0.999357532926437,1,1,1
BS,20270008,FullHCL,0.997801222439634,0.99073278507426,0.00111056771406447,0,NaN,0,0.999749937484371,0.963837994214079,0.981465570148521,1,1,1
EB,20270008,DirectFlat,0.99070349750939,0.24504447014717,0.00334663035556749,0.324581330234032,1,0.490088940294341,0,0,0,NaN,NaN,NaN
EB,20270008,CalibratedFlat,0.99070349750939,0.971988920288445,0.00334663035556749,0.949332475470484,0.960611979166667,0.954938920799288,0.978315524827153,1,0.989038919777601,NaN,NaN,NaN
EB,20270008,FullHCL,0.99070349750939,0.958151362589871,0.00334663035556749,0.902490566037736,0.97314453125,0.936486803978385,0.985064935064935,0.974622550594282,0.979815921201356,NaN,NaN,NaN
EBS,20270008,DirectFlat,0.999320322361394,0.110535405872193,0.000456501891222121,0.198757763975155,1,0.33160621761658,0,0,0,NaN,0,0
EBS,20270008,CalibratedFlat,0.999320322361394,0.988061848851151,0.000456501891222121,0.994584532069724,0.95654296875,0.975192898033685,0.978224982312711,1,0.98899264851977,1,1,1
EBS,20270008,FullHCL,0.999320322361394,0.978023427863555,0.000456501891222121,0.936532749726434,0.97509765625,0.955426202057252,0.987084116733426,0.970347155255545,0.978644081533412,1,1,1
ES,20270008,DirectFlat,0.992942951031622,0.247362911667606,0.00250842524509804,0.328661602653258,1,0.494725823335212,NaN,NaN,NaN,NaN,0,0
ES,20270008,CalibratedFlat,0.992942951031622,0.989561752988048,0.00250842524509804,0.959100842959725,1,0.979123505976096,NaN,NaN,NaN,1,1,1
ES,20270008,FullHCL,0.992942951031622,0.989561752988048,0.00250842524509804,0.959100842959725,1,0.979123505976096,NaN,NaN,NaN,1,1,1
BS,20270009,DirectFlat,0.997693894890157,0,0.00116065974343311,0,NaN,0,0,0,0,NaN,0,0
BS,20270009,CalibratedFlat,0.997693894890157,0.999777822662088,0.00116065974343311,0,NaN,0,0.999111685375111,1,0.999555645324177,1,1,1
BS,20270009,FullHCL,0.997693894890157,0.991514279843846,0.00116065974343311,0,NaN,0,0.999832817855053,0.966779825412221,0.983028559687693,1,1,1
EB,20270009,DirectFlat,0.989005095199785,0.246025707764386,0.00392569896591344,0.326305167560678,1,0.492051415528771,0,0,0,NaN,NaN,NaN
EB,20270009,CalibratedFlat,0.989005095199785,0.971602502420495,0.00392569896591344,0.941736783616447,0.965494791666667,0.953467813228321,0.979682893793323,1,0.989737191612669,NaN,NaN,NaN
EB,20270009,FullHCL,0.989005095199785,0.956455132640593,0.00392569896591344,0.892316819934737,0.979166666666667,0.933726524910756,0.986785596299967,0.971698113207547,0.979183740370431,NaN,NaN,NaN
EBS,20270009,DirectFlat,0.999367365808555,0.110750594851828,0.00042356314349016,0.199221789883268,1,0.332251784555483,0,0,0,NaN,0,0
EBS,20270009,CalibratedFlat,0.999367365808555,0.988661177212668,0.00042356314349016,0.994597332432889,0.958821614583333,0.976381867904202,0.979417352754908,1,0.989601663733803,1,1,1
EBS,20270009,FullHCL,0.999367365808555,0.97912430100525,0.00042356314349016,0.941629955947137,0.97412109375,0.9576,0.986720222969096,0.972922728742321,0.97977290301575,1,1,1
ES,20270009,DirectFlat,0.992996444348669,0.247382831373812,0.00248927696078431,0.328696768671089,1,0.494765662747624,NaN,NaN,NaN,NaN,0,0
ES,20270009,CalibratedFlat,0.992996444348669,0.98951773614986,0.00248927696078431,0.959381346664584,0.99951171875,0.979035472299721,0,NaN,0,1,1,1
ES,20270009,FullHCL,0.992996444348669,0.989639783232388,0.00248927696078431,0.959400374765771,1,0.979279566464775,NaN,NaN,NaN,1,1,1
BS,20270010,DirectFlat,0.997817476355994,0,0.0010998859377546,0,NaN,0,0,0,0,NaN,0,0
BS,20270010,CalibratedFlat,0.997817476355994,0.999798468359532,0.0010998859377546,0,NaN,0,0.999194198227236,1,0.999596936719065,1,1,1
BS,20270010,FullHCL,0.997817476355994,0.991512219124159,0.0010998859377546,0,NaN,0,0.999916583249917,0.966693548387097,0.983024438248319,1,1,1
EB,20270010,DirectFlat,0.974900576786326,0.240337975277734,0.00913080136435059,0.316374871266735,1,0.480675950555469,0,0,0,NaN,NaN,NaN
EB,20270010,CalibratedFlat,0.974900576786326,0.949639458935374,0.00913080136435059,0.874015748031496,0.95751953125,0.913864077669903,0.971249018067557,1,0.985414840200845,NaN,NaN,NaN
EB,20270010,FullHCL,0.974900576786326,0.93725268874052,0.00913080136435059,0.83251987170548,0.9716796875,0.896733007885843,0.980716029292107,0.974846328049175,0.977772369595198,NaN,NaN,NaN
EBS,20270010,DirectFlat,0.999384136656834,0.110669800870012,0.000412828089692334,0.199047526484595,1,0.332009402610035,0,0,0,NaN,0,0
EBS,20270010,CalibratedFlat,0.999384136656834,0.987548036644956,0.000412828089692334,0.994403934203832,0.954427083333333,0.97400548127232,0.977532518722901,1,0.988638628662547,1,1,1
EBS,20270010,FullHCL,0.999384136656834,0.978966739807228,0.000412828089692334,0.941176470588235,0.973958333333333,0.957286834106543,0.98666557591623,0.972661290322581,0.97961338531514,1,1,1
ES,20270010,DirectFlat,0.992408334679373,0.247163890900314,0.00269990808823529,0.328310355883296,1,0.494327781800628,NaN,NaN,NaN,NaN,0,0
ES,20270010,CalibratedFlat,0.992408334679373,0.988620085946204,0.00269990808823529,0.956088445966988,0.999348958333333,0.977240171892408,0,NaN,0,1,1,1
ES,20270010,FullHCL,0.992408334679373,0.988782816229117,0.00269990808823529,0.956115779645191,1,0.977565632458234,NaN,NaN,NaN,1,1,1
BS,20270011,DirectFlat,0.997397567027779,0,0.00131418092909535,0,NaN,0,0,0,0,NaN,0,0
BS,20270011,CalibratedFlat,0.997397567027779,0.999758803666184,0.00131418092909535,0,NaN,0,0.999035679845709,1,0.999517607332368,1,1,1
BS,20270011,FullHCL,0.997397567027779,0.991702771192676,0.00131418092909535,0,NaN,0,0.999667608442746,0.967664092664093,0.983405542385351,1,1,1
EB,20270011,DirectFlat,0.951639111707204,0.232762539778754,0.0179542668913743,0.303377444203042,1,0.465525079557509,0,0,0,NaN,NaN,NaN
EB,20270011,CalibratedFlat,0.951639111707204,0.919959015077301,0.0179542668913743,0.810001392951665,0.946451822916667,0.87292651805149,0.936092513694461,1,0.966991512103112,NaN,NaN,NaN
EB,20270011,FullHCL,0.951639111707204,0.909257919629688,0.0179542668913743,0.749183211862277,0.970377604166667,0.845553822152886,0.970562070359887,0.975373862158648,0.97296201710649,NaN,NaN,NaN
EBS,20270011,DirectFlat,0.999174476763949,0.110547338875094,0.000554251434533125,0.198783486475993,1,0.331642016625283,0,0,0,NaN,0,0
EBS,20270011,CalibratedFlat,0.999174476763949,0.987069051416408,0.000554251434533125,0.993050847457627,0.95361328125,0.972932580538027,0.976820931877112,1,0.988274573711197,1,1,1
EBS,20270011,FullHCL,0.999174476763949,0.979665264922209,0.000554251434533125,0.943962115232833,0.973307291666667,0.958410129016748,0.986169866579889,0.97506435006435,0.980585665749879,1,1,1
ES,20270011,DirectFlat,0.992782505655499,0.247303171791982,0.00256587009803922,0.32855614973262,1,0.494606343583964,NaN,NaN,NaN,NaN,0,0
ES,20270011,CalibratedFlat,0.992782505655499,0.989246455313048,0.00256587009803922,0.958190327613105,0.999674479166667,0.978492910626095,0,NaN,0,1,1,1
ES,20270011,FullHCL,0.992782505655499,0.989327811404906,0.00256587009803922,0.958203368683718,1,0.978655622809812,NaN,NaN,NaN,1,1,1
BS,20270012,DirectFlat,0.99710097917976,0,0.00145490802539476,0,NaN,0,0,0,0,NaN,0,0
BS,20270012,CalibratedFlat,0.99710097917976,0.999735997725519,0.00145490802539476,0,NaN,0,0.998944548185435,1,0.999471995451038,1,1,1
BS,20270012,FullHCL,0.99710097917976,0.991469409674888,0.00145490802539476,0,NaN,0,0.999495925396959,0.966921326397919,0.982938819349775,1,1,1
EB,20270012,DirectFlat,0.981426035346175,0.242491218376288,0.00671713300114987,0.320116709216902,1,0.484982436752575,0,0,0,NaN,NaN,NaN
EB,20270012,CalibratedFlat,0.981426035346175,0.958661082015747,0.00671713300114987,0.90567779658409,0.9580078125,0.931108123072056,0.972803018393334,1,0.986214040959439,NaN,NaN,NaN
EB,20270012,FullHCL,0.981426035346175,0.944978372655188,0.00671713300114987,0.858044164037855,0.973958333333333,0.912334197286172,0.982771290928391,0.972527472527473,0.977622548024205,NaN,NaN,NaN
EBS,20270012,DirectFlat,0.998408315738184,0.110771560699895,0.00106355270012155,0.199267019102909,1,0.332314682099684,0,0,0,NaN,0,0
EBS,20270012,CalibratedFlat,0.998408315738184,0.985323394239202,0.00106355270012155,0.985341196293176,0.951822916666667,0.968292077158705,0.975656173182143,1,0.9876781055589,1,1,1
EBS,20270012,FullHCL,0.998408315738184,0.977589579535101,0.00106355270012155,0.935696361355082,0.971028645833333,0.953035143769968,0.985127362366475,0.974398569570871,0.979733594835336,1,1,1
ES,20270012,DirectFlat,0.992167945094873,0.247074435999517,0.00278607536764706,0.328152539657106,1,0.494148871999035,NaN,NaN,NaN,NaN,0,0
ES,20270012,CalibratedFlat,0.992167945094873,0.988471935124821,0.00278607536764706,0.95492695057507,1,0.976943870249642,0,NaN,0,1,1,1
ES,20270012,FullHCL,0.992167945094873,0.988433102790365,0.00278607536764706,0.954778554778555,1,0.97686620558073,NaN,NaN,NaN,1,1,1
BS,20270013,DirectFlat,0.997674465632647,0,0.00117093634179123,0,NaN,0,0,0,0,NaN,0,0
BS,20270013,CalibratedFlat,0.997674465632647,0.999757791054416,0.00117093634179123,0,NaN,0,0.999031633311814,1,0.999515582108833,1,1,1
BS,20270013,FullHCL,0.997674465632647,0.992106450157871,0.00117093634179123,0,NaN,0,0.999500291496627,0.969386106623586,0.984212900315742,1,1,1
EB,20270013,DirectFlat,0.986489017310111,0.245200941852576,0.00483512695798706,0.32485591920901,1,0.490401883705152,0,0,0,NaN,NaN,NaN
EB,20270013,CalibratedFlat,0.986489017310111,0.968496251278431,0.00483512695798706,0.930396613889324,0.965983072916667,0.947855945061088,0.978506607228148,1,0.989136557495775,NaN,NaN,NaN
EB,20270013,FullHCL,0.986489017310111,0.955995572430416,0.00483512695798706,0.889037037037037,0.976725260416667,0.930820536683729,0.985235009433188,0.977139602993817,0.981170608177102,NaN,NaN,NaN
EBS,20270013,DirectFlat,0.999399944859798,0.110735624104463,0.000401876873615154,0.199189495866429,1,0.33220687231339,0,0,0,NaN,0,0
EBS,20270013,CalibratedFlat,0.999399944859798,0.988067326138634,0.000401876873615154,0.995088075880759,0.956217447916667,0.975265604249668,0.978114877143083,1,0.988936374166234,1,1,1
EBS,20270013,FullHCL,0.999399944859798,0.980167651204667,0.000401876873615154,0.946643445218493,0.97314453125,0.959711075441413,0.986198448346264,0.975444264943457,0.980791878172589,1,1,1
ES,20270013,DirectFlat,0.9936120320207,0.247612138798211,0.00226907169117647,0.329101719427929,1,0.495224277596421,NaN,NaN,NaN,NaN,0,0
ES,20270013,CalibratedFlat,0.9936120320207,0.990335463258786,0.00226907169117647,0.962829360100376,0.999186197916667,0.980670926517572,0,NaN,0,1,1,1
ES,20270013,FullHCL,0.9936120320207,0.990538922155689,0.00226907169117647,0.9628584861307,1,0.981077844311377,NaN,NaN,NaN,1,1,1
BS,20270014,DirectFlat,0.997490894374747,0,0.00126231777832071,0,NaN,0,0,0,0,NaN,0,0
BS,20270014,CalibratedFlat,0.997490894374747,0.999716988760411,0.00126231777832071,0,NaN,0,0.998868595442056,1,0.999433977520822,1,1,1
BS,20270014,FullHCL,0.997490894374747,0.990646889163576,0.00126231777832071,0,NaN,0,0.99983207388749,0.963430420711974,0.981293778327153,1,1,1
EB,20270014,DirectFlat,0.970896268617441,0.239392168322618,0.0105906235636586,0.314737974489012,1,0.478784336645237,0,0,0,NaN,NaN,NaN
EB,20270014,CalibratedFlat,0.970896268617441,0.944348036508976,0.0105906235636586,0.855998835177635,0.956868489583333,0.903627420842299,0.970576634850517,1,0.985068652175654,0,NaN,0
EB,20270014,FullHCL,0.970896268617441,0.933364175161773,0.0105906235636586,0.817435335979198,0.97216796875,0.888112407999405,0.980893279986936,0.976349154746424,0.978615942324142,NaN,NaN,NaN
EBS,20270014,DirectFlat,0.999188759450952,0.110747600378532,0.000542958908869777,0.19921533024221,1,0.332242801135596,0,0,0,NaN,0,0
EBS,20270014,CalibratedFlat,0.999188759450952,0.985685898237926,0.000542958908869777,0.992,0.948567708333333,0.969797820118146,0.974840287088887,1,0.987259874595631,1,1,1
EBS,20270014,FullHCL,0.999188759450952,0.97608172869142,0.000542958908869777,0.934096971598933,0.968912760416667,0.951186386514341,0.984237747311387,0.969983818770227,0.97705879955992,1,1,1
ES,20270014,DirectFlat,0.992354904705502,0.247144006436042,0.00271905637254902,0.328275272494123,1,0.494288012872084,NaN,NaN,NaN,NaN,0,0
ES,20270014,CalibratedFlat,0.992354904705502,0.988623707239459,0.00271905637254902,0.955804544039838,0.999674479166667,0.977247414478918,0,NaN,0,1,1,1
ES,20270014,FullHCL,0.992354904705502,0.988705058860961,0.00271905637254902,0.955818294959552,1,0.977410117721922,NaN,NaN,NaN,1,1,1
BS,20270015,DirectFlat,0.997403018990424,0,0.00130213631739573,0,NaN,0,0,0,0,NaN,0,0
BS,20270015,CalibratedFlat,0.997403018990424,0.999837345478204,0.00130213631739573,0,NaN,0,0.999349593495935,1,0.999674690956409,1,1,1
BS,20270015,FullHCL,0.997403018990424,0.991774820203356,0.00130213631739573,0,NaN,0,0.999663922029911,0.967946631955744,0.983549640406712,1,1,1
EB,20270015,DirectFlat,0.992113310799936,0.246578641088414,0.00281641567996321,0.32727853832632,1,0.493157282176827,0,0,0,NaN,NaN,NaN
EB,20270015,CalibratedFlat,0.992113310799936,0.974506691335113,0.00281641567996321,0.95632481397606,0.962239583333333,0.959273081291579,0.979688987622977,1,0.989740301378647,NaN,NaN,NaN
